"Iterations","Rewards","Time","Steps"
"1762","4.22","404","80"
"1763","-5.21","467","23"
"1764","4.47","542","55"
"1765","-5.3","491","32"
"1766","4.79","406","23"
"1767","4.79","381","23"
"1768","4.5","430","52"
"1769","4.2299999999999995","343","79"
"1770","4.58","361","44"
"1771","-6.160000000000001","376","118"
"1772","4.6899999999999995","406","33"
"1773","4.54","356","48"
"1774","4.74","396","28"
"1775","4.72","383","30"
"1776","4.77","396","25"
"1777","4.78","377","24"
"1778","-7.329999999999995","445","235"
"1779","4.79","357","23"
"1780","4.78","421","24"
"1781","3.809999999999999","379","121"
"1782","3.9399999999999995","335","108"
"1783","2.150000000000017","376","287"
"1784","4.66","434","36"
"1785","4.4799999999999995","382","54"
"1786","4.359999999999999","405","66"
"1787","-5.24","330","26"
"1788","-5.86","391","88"
"1789","-5.33","372","35"
"1790","4.62","404","40"
"1791","4.7299999999999995","381","29"
"1792","4.8","538","22"
"1793","-5.34","573","36"
"1794","-5.18","602","20"
"1795","3.839999999999999","568","118"
"1796","4.2299999999999995","579","79"
"1797","4.17","406","85"
"1798","4.55","413","47"
"1799","4.6499999999999995","420","37"
"1800","4.46","404","56"
"1801","4.17","395","85"
"1802","4.33","356","69"
"1803","4.529999999999999","466","49"
"1804","4.71","404","31"
"1805","4.1499999999999995","374","87"
"1806","-5.22","513","24"
"1807","4.77","391","25"
"1808","-5.91","379","93"
"1809","3.669999999999999","398","135"
"1810","4.76","429","26"
"1811","4.59","362","43"
"1812","-5.42","458","44"
"1813","4.86","438","16"
"1814","4.85","444","17"
"1815","-5.67","398","69"
"1816","4.67","432","35"
"1817","0.710000000000047","416","431"
"1818","4.85","415","17"
"1819","4.4799999999999995","431","54"
"1820","4.7","377","32"
"1821","4.72","382","30"
"1822","4.5","499","52"
"1823","4.79","475","23"
"1824","-5.17","489","19"
"1825","4.51","471","51"
"1826","4.76","385","26"
"1827","4.85","358","17"
"1828","4.78","370","24"
"1829","4.109999999999999","359","91"
"1830","4.83","418","19"
"1831","4.52","400","50"
"1832","4.029999999999999","378","99"
"1833","4.77","368","25"
"1834","4.7299999999999995","418","29"
"1835","4.84","379","18"
"1836","4.64","380","38"
"1837","-5.58","418","60"
"1838","4.7299999999999995","439","29"
"1839","3.1499999999999986","390","187"
"1840","4.35","413","67"
"1841","4.529999999999999","404","49"
"1842","4.64","509","38"
"1843","4.4799999999999995","351","54"
"1844","-5.21","418","23"
"1845","4.56","485","46"
"1846","4.74","444","28"
"1847","-5.430000000000001","373","45"
"1848","4.18","415","84"
"1849","-5.73","545","75"
"1850","4.7299999999999995","487","29"
"1851","4.83","441","19"
"1852","4.569999999999999","440","45"
"1853","4.78","459","24"
"1854","-5.37","463","39"
"1855","4.81","366","21"
"1856","4.6899999999999995","402","33"
"1857","4.35","402","67"
"1858","-5.59","393","61"
"1859","-5.17","462","19"
"1860","4.369999999999999","438","65"
"1861","4.369999999999999","449","65"
"1862","4.77","410","25"
"1863","4.7","428","32"
"1864","4.7299999999999995","498","29"
"1865","4.76","505","26"
"1866","-5.19","421","21"
"1867","4.63","350","39"
"1868","4.55","451","47"
"1869","4.64","473","38"
"1870","4.81","470","21"
"1871","-5.2700000000000005","472","29"
"1872","4.82","410","20"
"1873","4.76","512","26"
"1874","4.31","515","71"
"1875","4.75","363","27"
"1876","3.689999999999999","503","133"
"1877","4.51","419","51"
"1878","4.74","407","28"
"1879","4.72","386","30"
"1880","4.78","415","24"
"1881","4.6","413","42"
"1882","4.72","415","30"
"1883","4.85","415","17"
"1884","4.67","374","35"
"1885","3.759999999999999","467","126"
"1886","4.63","405","39"
"1887","4.71","419","31"
"1888","4.82","420","20"
"1889","4.71","463","31"
"1890","4.75","446","27"
"1891","4.1899999999999995","398","83"
"1892","3.9499999999999993","407","107"
"1893","-5.44","492","46"
"1894","4.83","382","19"
"1895","4.75","470","27"
"1896","3.869999999999999","434","115"
"1897","4.7299999999999995","409","29"
"1898","-5.25","428","27"
"1899","4.58","410","44"
"1900","-5.42","418","44"
"1901","4.6899999999999995","418","33"
"1902","2.9699999999999993","426","205"
"1903","4.43","439","59"
"1904","4.49","388","53"
"1905","-5.2","402","22"
"1906","-5.24","371","26"
"1907","4.71","409","31"
"1908","4.64","396","38"
"1909","4.77","469","25"
"1910","-5.78","416","80"
"1911","4.66","449","36"
"1912","3.9399999999999995","450","108"
"1913","4.7","429","32"
"1914","-5.3500000000000005","402","37"
"1915","4.78","378","24"
"1916","4.62","426","40"
"1917","4.7299999999999995","441","29"
"1918","4.6899999999999995","416","33"
"1919","4.51","452","51"
"1920","4.75","345","27"
"1921","4.77","377","25"
"1922","4.64","362","38"
"1923","4.76","419","26"
"1924","3.0899999999999985","385","193"
"1925","4.79","395","23"
"1926","4.6899999999999995","389","33"
"1927","4.569999999999999","384","45"
"1928","4.75","388","27"
"1929","4.7","426","32"
"1930","4.319999999999999","419","70"
"1931","4.81","399","21"
"1932","4.49","413","53"
"1933","4.6899999999999995","421","33"
"1934","4.3999999999999995","359","62"
"1935","4.75","350","27"
"1936","4.8","375","22"
"1937","4.7299999999999995","408","29"
"1938","3.3599999999999985","397","166"
"1939","3.8599999999999994","411","116"
"1940","-1.159999999999913","408","618"
"1941","4.64","435","38"
"1942","-6.300000000000001","431","132"
"1943","3.869999999999999","378","115"
"1944","4.7299999999999995","377","29"
"1945","4.66","444","36"
"1946","4.75","394","27"
"1947","4.74","382","28"
"1948","-5.21","376","23"
"1949","4.68","399","34"
"1950","3.9899999999999993","362","103"
"1951","4.77","406","25"
"1952","-5.24","459","26"
"1953","2.8300000000000023","427","219"
"1954","4.49","470","53"
"1955","4.71","430","31"
"1956","4.67","427","35"
"1957","4.529999999999999","426","49"
"1958","4.109999999999999","422","91"
"1959","4.75","410","27"
"1960","4.67","409","35"
"1961","4.8","427","22"
"1962","-5.840000000000001","407","86"
"1963","4.56","402","46"
"1964","4.8","370","22"
"1965","4.7","470","32"
"1966","4.71","432","31"
"1967","4.76","428","26"
"1968","-5.65","403","67"
"1969","4.72","439","30"
"1970","3.6999999999999993","531","132"
"1971","-5.21","370","23"
"1972","4.75","434","27"
"1973","4.52","386","50"
"1974","4.35","436","67"
"1975","3.709999999999999","411","131"
"1976","4.79","395","23"
"1977","4.75","385","27"
"1978","4.79","435","23"
"1979","4.76","430","26"
"1980","4.58","397","44"
"1981","4.7299999999999995","443","29"
"1982","4.79","380","23"
"1983","4.75","401","27"
"1984","4.41","389","61"
"1985","4.75","480","27"
"1986","-5.6000000000000005","402","62"
"1987","4.56","420","46"
"1988","4.77","366","25"
"1989","4.64","436","38"
"1990","4.25","413","77"
"1991","4.62","453","40"
"1992","4.49","445","53"
"1993","4.239999999999999","429","78"
"1994","2.050000000000019","436","297"
"1995","4.8","414","22"
"1996","4.77","424","25"
"1997","4.78","445","24"
"1998","4.63","409","39"
"1999","4.78","425","24"
"2000","4.31","428","71"
"2001","4.64","494","38"
"2002","4.609999999999999","438","41"
"2003","-5.19","397","21"
"2004","4.79","421","23"
"2005","-5.430000000000001","417","45"
"2006","4.7299999999999995","363","29"
"2007","4.64","442","38"
"2008","4.76","387","26"
"2009","4.82","438","20"
"2010","-5.6000000000000005","420","62"
"2011","4.78","539","24"
"2012","4.75","480","27"
"2013","4.6","427","42"
"2014","-6.700000000000001","387","172"
"2015","4.6","443","42"
"2016","-5.28","438","30"
"2017","4.25","421","77"
"2018","4.8","453","22"
"2019","4.74","469","28"
"2020","4.6499999999999995","430","37"
"2021","4.82","425","20"
"2022","4.74","410","28"
"2023","-5.32","387","34"
"2024","4.82","458","20"
"2025","4.8","398","22"
"2026","4.67","429","35"
"2027","-5.28","413","30"
"2028","4.74","399","28"
"2029","4.64","495","38"
"2030","3.869999999999999","374","115"
"2031","4.49","410","53"
"2032","-5.25","393","27"
"2033","4.68","459","34"
"2034","4.6899999999999995","420","33"
"2035","-5.38","424","40"
"2036","4.43","463","59"
"2037","4.52","416","50"
"2038","4.8","459","22"
"2039","3.589999999999999","398","143"
"2040","4.64","461","38"
"2041","-7.119999999999999","388","214"
"2042","4.79","370","23"
"2043","-5.19","385","21"
"2044","-5.22","427","24"
"2045","4.77","403","25"
"2046","4.79","407","23"
"2047","4.31","388","71"
"2048","4.529999999999999","434","49"
"2049","-5.21","403","23"
"2050","4.66","439","36"
"2051","4.609999999999999","429","41"
"2052","4.55","405","47"
"2053","-6.250000000000001","381","127"
"2054","4.78","479","24"
"2055","2.6400000000000063","417","238"
"2056","-6.0200000000000005","374","104"
"2057","-12.389999999999919","434","1741"
"2058","4.8","479","22"
"2059","4.01","446","101"
"2060","4.6499999999999995","397","37"
"2061","-5.45","425","47"
"2062","-5.3","427","32"
"2063","4.7299999999999995","414","29"
"2064","-6.000000000000001","454","102"
"2065","4.4799999999999995","427","54"
"2066","-5.28","422","30"
"2067","-5.59","474","61"
"2068","4.5","409","52"
"2069","4.609999999999999","406","41"
"2070","4.6499999999999995","420","37"
"2071","4.06","456","96"
"2072","3.729999999999999","424","129"
"2073","-5.19","371","21"
"2074","4.82","412","20"
"2075","4.77","441","25"
"2076","4.3999999999999995","400","62"
"2077","4.56","415","46"
"2078","4.78","397","24"
"2079","4.6899999999999995","508","33"
"2080","-7.629999999999988","410","265"
"2081","4.42","417","60"
"2082","4.63","480","39"
"2083","4.71","431","31"
"2084","-5.42","389","44"
"2085","4.72","469","30"
"2086","-5.17","476","19"
"2087","4.3999999999999995","415","62"
"2088","4.569999999999999","414","45"
"2089","-5.23","404","25"
"2090","4.74","413","28"
"2091","4.72","487","30"
"2092","4.83","400","19"
"2093","4.82","430","20"
"2094","-5.24","433","26"
"2095","3.9299999999999993","419","109"
"2096","-5.21","452","23"
"2097","-5.470000000000001","391","49"
"2098","-6.460000000000001","442","148"
"2099","4.55","440","47"
"2100","4.7","436","32"
"2101","4.66","440","36"
"2102","4.31","428","71"
"2103","4.63","401","39"
"2104","-5.710000000000001","432","73"
"2105","4.82","386","20"
"2106","4.56","438","46"
"2107","4.7","461","32"
"2108","4.76","434","26"
"2109","4.84","433","18"
"2110","-5.61","384","63"
"2111","4.77","433","25"
"2112","-5.28","428","30"
"2113","3.7799999999999994","610","124"
"2114","4.01","483","101"
"2115","3.529999999999999","447","149"
"2116","-5.42","480","44"
"2117","4.609999999999999","488","41"
"2118","-5.3","445","32"
"2119","4.82","520","20"
"2120","4.78","434","24"
"2121","-5.28","436","30"
"2122","3.499999999999999","473","152"
"2123","4.4799999999999995","489","54"
"2124","4.41","480","61"
"2125","-5.390000000000001","463","41"
"2126","4.84","457","18"
"2127","4.76","408","26"
"2128","4.74","447","28"
"2129","4.76","437","26"
"2130","4.75","461","27"
"2131","-5.42","430","44"
"2132","4.46","431","56"
"2133","4.64","419","38"
"2134","4.369999999999999","451","65"
"2135","4.74","386","28"
"2136","4.78","485","24"
"2137","-8.129999999999978","456","315"
"2138","4.71","511","31"
"2139","-6.0600000000000005","542","108"
"2140","4.58","424","44"
"2141","-5.19","474","21"
"2142","4.75","517","27"
"2143","4.6899999999999995","438","33"
"2144","3.3199999999999985","477","170"
"2145","4.6899999999999995","469","33"
"2146","4.68","588","34"
"2147","4.75","463","27"
"2148","4.64","504","38"
"2149","4.74","446","28"
"2150","4.39","466","63"
"2151","-5.3","428","32"
"2152","4.79","469","23"
"2153","4.63","475","39"
"2154","-5.2","486","22"
"2155","4.74","476","28"
"2156","-6.260000000000001","552","128"
"2157","4.64","477","38"
"2158","2.8600000000000017","460","216"
"2159","4.27","505","75"
"2160","4.77","572","25"
"2161","4.81","485","21"
"2162","-5.19","456","21"
"2163","-5.45","506","47"
"2164","-11.459999999999907","500","648"
"2165","4.75","467","27"
"2166","2.900000000000001","477","212"
"2167","4.52","459","50"
"2168","4.74","459","28"
"2169","4.38","472","64"
"2170","-7.010000000000002","507","203"
"2171","4.72","461","30"
"2172","4.77","539","25"
"2173","4.8","440","22"
"2174","2.6900000000000053","527","233"
"2175","4.26","518","76"
"2176","4.289999999999999","466","73"
"2177","4.6499999999999995","625","37"
"2178","4.27","546","75"
"2179","4.55","484","47"
"2180","3.9399999999999995","478","108"
"2181","4.75","474","27"
"2182","4.76","495","26"
"2183","4.72","517","30"
"2184","4.76","458","26"
"2185","4.55","444","47"
"2186","4.83","471","19"
"2187","-5.53","523","55"
"2188","4.6","501","42"
"2189","4.34","516","68"
"2190","3.919999999999999","482","110"
"2191","4.83","498","19"
"2192","-5.29","507","31"
"2193","4.7299999999999995","439","29"
"2194","4.8","508","22"
"2195","4.7","516","32"
"2196","4.78","499","24"
"2197","4.67","521","35"
"2198","4.74","467","28"
"2199","4.68","479","34"
"2200","-6.500000000000001","472","152"
"2201","-5.18","517","20"
"2202","-6.6800000000000015","519","170"
"2203","4.77","461","25"
"2204","4.76","513","26"
"2205","4.8","488","22"
"2206","4.74","488","28"
"2207","4.76","477","26"
"2208","-5.45","517","47"
"2209","3.769999999999999","526","125"
"2210","4.1499999999999995","489","87"
"2211","4.56","504","46"
"2212","4.74","513","28"
"2213","4.49","538","53"
"2214","4.66","541","36"
"2215","4.75","451","27"
"2216","4.359999999999999","478","66"
"2217","4.79","480","23"
"2218","4.66","461","36"
"2219","4.369999999999999","523","65"
"2220","4.84","502","18"
"2221","4.62","490","40"
"2222","4.6899999999999995","498","33"
"2223","4.7","498","32"
"2224","3.6599999999999993","454","136"
"2225","4.62","475","40"
"2226","4.14","510","88"
"2227","4.54","443","48"
"2228","4.6499999999999995","469","37"
"2229","4.609999999999999","435","41"
"2230","4.34","500","68"
"2231","4.41","454","61"
"2232","-5.37","394","39"
"2233","4.62","465","40"
"2234","4.62","512","40"
"2235","4.6","427","42"
"2236","-6.080000000000001","502","110"
"2237","4.74","463","28"
"2238","4.77","473","25"
"2239","4.75","442","27"
"2240","4.66","530","36"
"2241","4.63","456","39"
"2242","4.81","508","21"
"2243","4.71","443","31"
"2244","4.609999999999999","416","41"
"2245","3.839999999999999","440","118"
"2246","4.52","489","50"
"2247","4.38","453","64"
"2248","4.02","449","100"
"2249","-5.54","492","56"
"2250","4.71","425","31"
"2251","4.6","484","42"
"2252","4.77","496","25"
"2253","4.84","513","18"
"2254","4.58","485","44"
"2255","4.82","450","20"
"2256","3.8199999999999994","489","120"
"2257","4.7299999999999995","444","29"
"2258","4.74","501","28"
"2259","4.609999999999999","493","41"
"2260","4.79","445","23"
"2261","4.79","482","23"
"2262","-5.550000000000001","463","57"
"2263","4.079999999999999","585","94"
"2264","4.7299999999999995","795","29"
"2265","-5.94","950","96"
"2266","-5.2","800","22"
"2267","4.78","688","24"
"2268","-5.28","549","30"
"2269","4.47","668","55"
"2270","4.78","941","24"
"2271","4.8","580","22"
"2272","4.6","996","42"
"2273","4.66","614","36"
"2274","4.66","528","36"
"2275","-5.34","482","36"
"2276","4.8","702","22"
"2277","4.7","721","32"
"2278","4.64","645","38"
"2279","4.74","1112","28"
"2280","-5.32","797","34"
"2281","4.56","609","46"
"2282","4.64","720","38"
"2283","4.8","963","22"
"2284","4.78","1027","24"
"2285","4.7","603","32"
"2286","-5.29","792","31"
"2287","4.529999999999999","941","49"
"2288","4.449999999999999","748","57"
"2289","-5.75","666","77"
"2290","4.6","810","42"
"2291","4.029999999999999","588","99"
"2292","3.1199999999999983","625","190"
"2293","4.46","734","56"
"2294","4.64","663","38"
"2295","4.77","487","25"
"2296","4.8","531","22"
"2297","4.4799999999999995","497","54"
"2298","4.43","489","59"
"2299","-5.28","549","30"
"2300","-5.29","450","31"
"2301","-6.880000000000002","542","190"
"2302","4.71","553","31"
"2303","4.82","552","20"
"2304","4.52","659","50"
"2305","-5.49","724","51"
"2306","4.81","527","21"
"2307","4.7","759","32"
"2308","2.9200000000000004","643","210"
"2309","4.67","628","35"
"2310","4.02","794","100"
"2311","4.4399999999999995","762","58"
"2312","3.9499999999999993","718","107"
"2313","-5.2","668","22"
"2314","4.17","649","85"
"2315","4.41","791","61"
"2316","4.8","638","22"
"2317","4.78","595","24"
"2318","4.39","608","63"
"2319","4.1499999999999995","696","87"
"2320","4.82","614","20"
"2321","-5.24","834","26"
"2322","4.4399999999999995","678","58"
"2323","4.6899999999999995","721","33"
"2324","4.84","818","18"
"2325","1.760000000000025","615","326"
"2326","4.74","1079","28"
"2327","4.74","702","28"
"2328","3.9799999999999995","638","104"
"2329","4.83","651","19"
"2330","4.75","446","27"
"2331","4.55","497","47"
"2332","4.569999999999999","507","45"
"2333","-5.25","473","27"
"2334","-5.62","492","64"
"2335","-5.640000000000001","474","66"
"2336","-5.41","479","43"
"2337","-5.26","494","28"
"2338","4.5","965","52"
"2339","-5.36","766","38"
"2340","4.31","633","71"
"2341","4.72","796","30"
"2342","4.6499999999999995","893","37"
"2343","-5.840000000000001","953","86"
"2344","3.8899999999999992","705","113"
"2345","4.54","725","48"
"2346","4.74","637","28"
"2347","4.72","631","30"
"2348","4.7","749","32"
"2349","4.74","521","28"
"2350","4.3999999999999995","438","62"
"2351","4.58","579","44"
"2352","4.86","539","16"
"2353","4.81","514","21"
"2354","4.71","477","31"
"2355","4.029999999999999","630","99"
"2356","4.42","569","60"
"2357","4.8","583","22"
"2358","-6.530000000000001","419","155"
"2359","4.52","489","50"
"2360","4.75","482","27"
"2361","4.35","517","67"
"2362","-5.680000000000001","540","70"
"2363","4.62","545","40"
"2364","4.6499999999999995","567","37"
"2365","3.9099999999999993","846","111"
"2366","0.6700000000000479","691","435"
"2367","4.02","517","100"
"2368","4.38","480","64"
"2369","4.79","476","23"
"2370","3.499999999999999","496","152"
"2371","-5.21","500","23"
"2372","4.71","522","31"
"2373","4.54","492","48"
"2374","-5.24","549","26"
"2375","4.41","609","61"
"2376","4.06","510","96"
"2377","4.049999999999999","603","97"
"2378","4.14","610","88"
"2379","4.59","568","43"
"2380","-5.2","498","22"
"2381","4.52","496","50"
"2382","4.84","469","18"
"2383","4.609999999999999","462","41"
"2384","-5.82","469","84"
"2385","4.77","533","25"
"2386","4.55","491","47"
"2387","4.369999999999999","528","65"
"2388","4.46","610","56"
"2389","4.4799999999999995","507","54"
"2390","3.9899999999999993","523","103"
"2391","4.78","546","24"
"2392","4.8","509","22"
"2393","4.81","493","21"
"2394","3.769999999999999","574","125"
"2395","4.6499999999999995","528","37"
"2396","4.39","581","63"
"2397","4.82","520","20"
"2398","4.75","480","27"
"2399","3.5599999999999987","455","146"
"2400","4.66","560","36"
"2401","4.75","500","27"
"2402","4.359999999999999","516","66"
"2403","4.7299999999999995","515","29"
"2404","4.71","515","31"
"2405","-5.22","538","24"
"2406","4.82","478","20"
"2407","4.5","502","52"
"2408","4.74","495","28"
"2409","4.82","493","20"
"2410","-5.3100000000000005","498","33"
"2411","4.7299999999999995","594","29"
"2412","4.7299999999999995","476","29"
"2413","4.78","540","24"
"2414","4.38","591","64"
"2415","4.34","566","68"
"2416","-5.19","465","21"
"2417","-5.6000000000000005","505","62"
"2418","4.77","516","25"
"2419","4.7","522","32"
"2420","2.6300000000000066","1036","239"
"2421","4.79","1393","23"
"2422","4.6499999999999995","612","37"
"2423","4.609999999999999","559","41"
"2424","4.7","579","32"
"2425","4.8","561","22"
"2426","4.79","485","23"
"2427","-5.24","571","26"
"2428","-5.19","796","21"
"2429","4.47","1190","55"
"2430","-8.659999999999966","914","368"
"2431","4.51","761","51"
"2432","4.82","597","20"
"2433","4.7","544","32"
"2434","4.75","508","27"
"2435","-5.16","515","18"
"2436","4.72","549","30"
"2437","4.68","566","34"
"2438","4.6","504","42"
"2439","4.66","551","36"
"2440","4.119999999999999","531","90"
"2441","4.67","482","35"
"2442","4.8","591","22"
"2443","4.81","543","21"
"2444","4.67","496","35"
"2445","4.359999999999999","581","66"
"2446","4.43","701","59"
"2447","4.75","620","27"
"2448","3.759999999999999","529","126"
"2449","4.6499999999999995","517","37"
"2450","4.72","737","30"
"2451","-5.2700000000000005","833","29"
"2452","4.79","600","23"
"2453","4.78","696","24"
"2454","1.670000000000027","566","335"
"2455","4.76","527","26"
"2456","4.62","524","40"
"2457","4.79","482","23"
"2458","4.609999999999999","503","41"
"2459","4.72","556","30"
"2460","4.64","522","38"
"2461","4.569999999999999","534","45"
"2462","-5.18","526","20"
"2463","4.17","811","85"
"2464","4.58","663","44"
"2465","4.66","582","36"
"2466","4.289999999999999","671","73"
"2467","-6.07","479","109"
"2468","-5.4","565","42"
"2469","-5.25","510","27"
"2470","4.3999999999999995","576","62"
"2471","4.77","564","25"
"2472","4.2299999999999995","588","79"
"2473","4.8","620","22"
"2474","4.56","621","46"
"2475","4.7299999999999995","544","29"
"2476","4.7","501","32"
"2477","4.81","526","21"
"2478","4.319999999999999","566","70"
"2479","-5.44","520","46"
"2480","-5.33","554","35"
"2481","4.109999999999999","530","91"
"2482","-5.19","538","21"
"2483","4.78","536","24"
"2484","4.6","505","42"
"2485","-5.32","556","34"
"2486","4.67","485","35"
"2487","4.42","539","60"
"2488","4.8","533","22"
"2489","4.46","525","56"
"2490","4.81","473","21"
"2491","4.39","517","63"
"2492","-5.65","597","67"
"2493","4.82","547","20"
"2494","2.9499999999999997","583","207"
"2495","4.569999999999999","607","45"
"2496","4.68","544","34"
"2497","4.41","519","61"
"2498","4.82","1651","20"
"2499","4.81","537","21"
"2500","4.76","580","26"
"2501","4.84","498","18"
"2502","4.66","539","36"
"2503","4.7299999999999995","482","29"
"2504","4.7299999999999995","510","29"
"2505","4.72","483","30"
"2506","-7.000000000000002","572","202"
"2507","4.59","546","43"
"2508","4.39","546","63"
"2509","4.6899999999999995","508","33"
"2510","4.78","541","24"
"2511","4.79","508","23"
"2512","4.81","576","21"
"2513","4.6499999999999995","570","37"
"2514","4.3","538","72"
"2515","3.0199999999999987","1780","200"
"2516","-5.33","1051","35"
"2517","4.68","600","34"
"2518","4.6499999999999995","598","37"
"2519","4.56","750","46"
"2520","-6.610000000000001","782","163"
"2521","3.8899999999999992","701","113"
"2522","4.289999999999999","611","73"
"2523","4.609999999999999","577","41"
"2524","-6.050000000000001","584","107"
"2525","-5.4","574","42"
"2526","4.8","739","22"
"2527","4.68","616","34"
"2528","3.869999999999999","733","115"
"2529","4.62","784","40"
"2530","4.239999999999999","653","78"
"2531","4.63","608","39"
"2532","4.82","695","20"
"2533","-5.2","620","22"
"2534","4.42","606","60"
"2535","4.68","658","34"
"2536","4.47","821","55"
"2537","4.039999999999999","775","98"
"2538","4.31","770","71"
"2539","4.62","662","40"
"2540","-8.759999999999964","560","378"
"2541","-5.23","500","25"
"2542","4.64","554","38"
"2543","4.33","554","69"
"2544","4.74","577","28"
"2545","3.619999999999999","579","140"
"2546","4.82","553","20"
"2547","4.4399999999999995","518","58"
"2548","3.669999999999999","605","135"
"2549","4.68","548","34"
"2550","4.34","500","68"
"2551","3.219999999999999","559","180"
"2552","-7.489999999999991","619","251"
"2553","4.76","575","26"
"2554","4.71","510","31"
"2555","4.7299999999999995","519","29"
"2556","4.83","570","19"
"2557","3.8599999999999994","502","116"
"2558","-7.259999999999996","521","228"
"2559","4.76","508","26"
"2560","4.6899999999999995","545","33"
"2561","4.8","574","22"
"2562","4.7","478","32"
"2563","4.76","586","26"
"2564","-5.22","630","24"
"2565","4.72","557","30"
"2566","-1.1699999999999129","564","619"
"2567","4.66","557","36"
"2568","4.62","670","40"
"2569","-6.540000000000001","559","156"
"2570","4.82","522","20"
"2571","-5.23","582","25"
"2572","-6.120000000000001","572","114"
"2573","-5.390000000000001","551","41"
"2574","4.49","526","53"
"2575","-5.06","580","8"
"2576","4.68","748","34"
"2577","4.6899999999999995","948","33"
"2578","4.86","749","16"
"2579","-5.3","690","32"
"2580","4.75","628","27"
"2581","-5.2700000000000005","623","29"
"2582","4.56","660","46"
"2583","4.6499999999999995","676","37"
"2584","4.449999999999999","560","57"
"2585","-5.17","660","19"
"2586","4.7299999999999995","699","29"
"2587","4.67","621","35"
"2588","-5.26","654","28"
"2589","4.72","623","30"
"2590","4.54","565","48"
"2591","4.1899999999999995","573","83"
"2592","4.77","611","25"
"2593","4.529999999999999","602","49"
"2594","-5.4","556","42"
"2595","3.789999999999999","572","123"
"2596","-5.08","617","10"
"2597","4.58","595","44"
"2598","4.52","550","50"
"2599","4.6899999999999995","639","33"
"2600","4.369999999999999","630","65"
"2601","4.41","606","61"
"2602","4.359999999999999","1300","66"
"2603","-7.159999999999998","979","218"
"2604","-5.16","652","18"
"2605","4.76","574","26"
"2606","4.319999999999999","539","70"
"2607","4.66","529","36"
"2608","4.64","611","38"
"2609","-5.54","556","56"
"2610","4.2299999999999995","536","79"
"2611","4.43","592","59"
"2612","4.1","535","92"
"2613","-5.28","578","30"
"2614","4.25","579","77"
"2615","4.81","559","21"
"2616","4.75","483","27"
"2617","4.84","639","18"
"2618","4.7299999999999995","562","29"
"2619","4.109999999999999","659","91"
"2620","4.4799999999999995","614","54"
"2621","4.76","537","26"
"2622","4.64","535","38"
"2623","4.7299999999999995","621","29"
"2624","-5.4","529","42"
"2625","4.49","529","53"
"2626","-5.51","584","53"
"2627","-5.36","572","38"
"2628","3.0399999999999983","510","198"
"2629","4.64","538","38"
"2630","4.67","521","35"
"2631","-5.4","549","42"
"2632","4.4399999999999995","618","58"
"2633","4.81","548","21"
"2634","4.77","639","25"
"2635","4.64","596","38"
"2636","-5.51","817","53"
"2637","4.6499999999999995","604","37"
"2638","4.82","624","20"
"2639","4.47","537","55"
"2640","-5.2","563","22"
"2641","4.82","549","20"
"2642","4.6","550","42"
"2643","4.569999999999999","561","45"
"2644","-5.36","875","38"
"2645","-5.29","604","31"
"2646","4.569999999999999","716","45"
"2647","4.59","630","43"
"2648","4.79","640","23"
"2649","3.1899999999999986","652","183"
"2650","4.85","611","17"
"2651","-5.54","591","56"
"2652","4.75","566","27"
"2653","4.77","547","25"
"2654","4.8","575","22"
"2655","4.76","573","26"
"2656","4.76","574","26"
"2657","4.66","580","36"
"2658","-5.22","575","24"
"2659","4.66","747","36"
"2660","4.289999999999999","524","73"
"2661","4.6","586","42"
"2662","4.049999999999999","580","97"
"2663","3.529999999999999","574","149"
"2664","4.78","524","24"
"2665","4.359999999999999","568","66"
"2666","4.62","539","40"
"2667","4.569999999999999","506","45"
"2668","4.81","561","21"
"2669","4.18","630","84"
"2670","4.83","961","19"
"2671","4.6899999999999995","716","33"
"2672","4.7299999999999995","702","29"
"2673","4.029999999999999","928","99"
"2674","4.56","577","46"
"2675","-7.229999999999997","701","225"
"2676","4.67","606","35"
"2677","4.609999999999999","984","41"
"2678","4.58","598","44"
"2679","-5.32","593","34"
"2680","4.81","590","21"
"2681","4.64","570","38"
"2682","4.76","581","26"
"2683","4.77","577","25"
"2684","4.52","648","50"
"2685","-5.390000000000001","675","41"
"2686","-5.3","549","32"
"2687","4.6899999999999995","564","33"
"2688","4.289999999999999","575","73"
"2689","-5.33","617","35"
"2690","4.74","588","28"
"2691","-6.140000000000001","563","116"
"2692","4.46","519","56"
"2693","-5.23","596","25"
"2694","4.8","639","22"
"2695","4.609999999999999","552","41"
"2696","4.56","641","46"
"2697","4.75","612","27"
"2698","4.81","568","21"
"2699","-5.2","551","22"
"2700","4.26","674","76"
"2701","4.5","745","52"
"2702","3.839999999999999","883","118"
"2703","4.6899999999999995","611","33"
"2704","4.71","595","31"
"2705","-5.19","576","21"
"2706","4.76","556","26"
"2707","4.55","535","47"
"2708","-5.25","574","27"
"2709","4.359999999999999","561","66"
"2710","3.0699999999999985","580","195"
"2711","3.719999999999999","545","130"
"2712","4.22","552","80"
"2713","4.35","561","67"
"2714","4.6499999999999995","543","37"
"2715","4.62","522","40"
"2716","4.68","563","34"
"2717","4.1","542","92"
"2718","-6.800000000000002","694","182"
"2719","4.81","614","21"
"2720","4.3","600","72"
"2721","3.2299999999999986","1084","179"
"2722","4.75","706","27"
"2723","4.78","603","24"
"2724","4.81","644","21"
